name,mass,GeoLocation
Elephant Moraine 90296,11.0,"(-76.280530, 156.452610)"
Elephant Moraine 90297,15.4,"(-76.279850, 156.435580)"
Elephant Moraine 90298,7.5,"(-76.281410, 156.428880)"
Elephant Moraine 90299,8.1,"(-76.279220, 156.443250)"
Elephant Moraine 90300,45.1,"(-76.279530, 156.466230)"
Elephant Moraine 90301,23.5,"(-76.281190, 156.478790)"
Elephant Moraine 90302,34.9,"(-76.279880, 156.438930)"
Elephant Moraine 90303,8.0,"(-76.266020, 156.459930)"
Elephant Moraine 90304,16.4,"(-76.266020, 156.459690)"
Elephant Moraine 90305,15.0,"(-76.266850, 156.460910)"
Elephant Moraine 90306,11.2,"(-76.281150, 156.471640)"
Elephant Moraine 90307,25.6,"(-76.287720, 156.478670)"
Elephant Moraine 90308,48.4,"(-76.279610, 156.431120)"
Elephant Moraine 90309,36.5,"(-76.280620, 156.438040)"
Elephant Moraine 90310,21.1,"(-76.284960, 156.427460)"
Elephant Moraine 90311,55.4,"(-76.281000, 156.473340)"
Elephant Moraine 90312,5.4,"(-76.269090, 156.455450)"
Elephant Moraine 90313,27.5,"(-76.280840, 156.477230)"
Elephant Moraine 90314,18.4,"(-76.273470, 156.476670)"
Elephant Moraine 90315,21.3,"(-76.287880, 156.422890)"
Elephant Moraine 90316,76.9,"(-76.279700, 156.473860)"
Elephant Moraine 90317,22.7,"(-76.281050, 156.472710)"
Elephant Moraine 90318,10.9,"(-76.280940, 156.432620)"
Elephant Moraine 90319,13.7,"(-76.266890, 156.460640)"
Elephant Moraine 90320,6.3,"(-76.285920, 156.443830)"
Elephant Moraine 90321,50.1,"(-76.271350, 156.452650)"
Elephant Moraine 90322,6.5,"(-76.271960, 156.451140)"
Elephant Moraine 90323,16.8,"(-76.279190, 156.434320)"
Elephant Moraine 90324,9.4,"(-76.281130, 156.430510)"
Elephant Moraine 90325,10.0,"(-76.288590, 156.417880)"
Elephant Moraine 90326,28.3,"(-76.281070, 156.474780)"
Elephant Moraine 90327,11.8,"(-76.268490, 156.455300)"
Elephant Moraine 90328,35.1,"(-76.278250, 156.475090)"
Elephant Moraine 90330,6.5,"(-76.268600, 156.466360)"
Elephant Moraine 90331,6.2,"(-76.266450, 156.456690)"
Elephant Moraine 90332,16.1,"(-76.266870, 156.456550)"
Elephant Moraine 90333,6.5,"(-76.266380, 156.456540)"
Elephant Moraine 90334,45.2,"(-76.279650, 156.433570)"
Elephant Moraine 90335,4.7,"(-76.265570, 156.487750)"
Elephant Moraine 90336,14.1,"(-76.279780, 156.477770)"
Elephant Moraine 90337,2.0,"(-76.266240, 156.457280)"
Elephant Moraine 90338,2.1,"(-76.289220, 156.427800)"
Elephant Moraine 90339,2.9,"(-76.266360, 156.460130)"
Elephant Moraine 90340,24.6,"(-76.269480, 156.484610)"
Elephant Moraine 90341,9.5,"(-76.266950, 156.463800)"
Elephant Moraine 90342,3.3,"(-76.281980, 156.427840)"
Elephant Moraine 90343,9.0,"(-76.271730, 156.456460)"
Elephant Moraine 90344,2.7,"(-76.282950, 156.452980)"
Elephant Moraine 90345,1.9,"(-76.279780, 156.433340)"
Elephant Moraine 90346,5.5,"(-76.277790, 156.478710)"
Elephant Moraine 90347,0.6,"(-76.266690, 156.460410)"
Elephant Moraine 90348,0.6,"(-76.266900, 156.460370)"
Elephant Moraine 90349,7.3,"(-76.266900, 156.460530)"
Elephant Moraine 90350,174.0,"(-76.290380, 156.331850)"
Elephant Moraine 90351,105.8,"(-76.277520, 156.376940)"
Elephant Moraine 90352,63.0,"(-76.274490, 156.425860)"
Elephant Moraine 90353,77.8,"(-76.274280, 156.426020)"
Elephant Moraine 90354,194.6,"(-76.268070, 156.419420)"
Elephant Moraine 90355,83.0,"(-76.267590, 156.414070)"
Elephant Moraine 90356,99.9,"(-76.265720, 156.408540)"
Elephant Moraine 90357,45.6,"(-76.268290, 156.415540)"
Elephant Moraine 90358,44.4,"(-76.272300, 156.421420)"
Elephant Moraine 90359,65.5,"(-76.274170, 156.408540)"
Elephant Moraine 90360,28.9,"(-76.276640, 156.368940)"
Elephant Moraine 90361,32.8,"(-76.272170, 156.416220)"
Elephant Moraine 90362,111.0,"(-76.271650, 156.429000)"
Elephant Moraine 90363,114.3,"(-76.291930, 156.356920)"
Elephant Moraine 90364,220.4,"(-76.183330, 157.166670)"
Elephant Moraine 90365,16.0,"(-76.273100, 156.426890)"
Elephant Moraine 90366,57.9,"(-76.276250, 156.421220)"
Elephant Moraine 90367,140.2,"(-76.265680, 156.412790)"
Elephant Moraine 90368,17.2,"(-76.271850, 156.431840)"
Elephant Moraine 90369,71.6,"(-76.269040, 156.413010)"
Elephant Moraine 90370,163.9,"(-76.271240, 156.429340)"
Elephant Moraine 90371,15.8,"(-76.275900, 156.371330)"
Elephant Moraine 90372,158.8,"(-76.286670, 156.357270)"
Elephant Moraine 90373,6.5,"(-76.269760, 156.434510)"
Elephant Moraine 90374,38.8,"(-76.270760, 156.404020)"
Elephant Moraine 90375,29.0,"(-76.274120, 156.420560)"
Elephant Moraine 90376,40.2,"(-76.271070, 156.406940)"
Elephant Moraine 90377,55.5,"(-76.267560, 156.430220)"
Elephant Moraine 90378,66.6,"(-76.273340, 156.413370)"
Elephant Moraine 90379,15.4,"(-76.274250, 156.416780)"
Elephant Moraine 90380,18.2,"(-76.269680, 156.403350)"
Elephant Moraine 90381,76.9,"(-76.275220, 156.415470)"
Elephant Moraine 90382,14.5,"(-76.267090, 156.438070)"
Elephant Moraine 90383,12.0,"(-76.282830, 156.459190)"
Elephant Moraine 90384,20.6,"(-76.275910, 156.413340)"
Elephant Moraine 90385,8.9,"(-76.281920, 156.447240)"
Elephant Moraine 90386,54.0,"(-76.277090, 156.373110)"
Elephant Moraine 90387,19.5,"(-76.278140, 156.393690)"
Elephant Moraine 90388,58.1,"(-76.276830, 156.384060)"
Elephant Moraine 90389,23.2,"(-76.269480, 156.429460)"
Elephant Moraine 90390,45.6,"(-76.274550, 156.414630)"
Elephant Moraine 90391,59.8,"(-76.269190, 156.423660)"
Elephant Moraine 90392,27.2,"(-76.268000, 156.434480)"
Elephant Moraine 90393,10.9,"(-76.266330, 156.410060)"
Elephant Moraine 90394,97.3,"(-76.268480, 156.415230)"
Elephant Moraine 90395,45.0,"(-76.266090, 156.409250)"
Elephant Moraine 90396,22.0,"(-76.265530, 156.409740)"
Elephant Moraine 90397,23.1,"(-76.268330, 156.406020)"
Elephant Moraine 90398,36.3,"(-76.277200, 156.422240)"
Elephant Moraine 90399,65.9,"(-76.271050, 156.416030)"
Elephant Moraine 90400,10.9,"(-76.270550, 156.425080)"
Elephant Moraine 90401,13.4,"(-76.272460, 156.426780)"
Elephant Moraine 90402,69.3,"(-76.276020, 156.402940)"
Elephant Moraine 90403,86.8,"(-76.274340, 156.426360)"
Elephant Moraine 90404,11.6,"(-76.270890, 156.433560)"
Elephant Moraine 90405,3.8,"(-76.277300, 156.375810)"
Elephant Moraine 90406,1.8,"(-76.268080, 156.436650)"
Elephant Moraine 90407,33.9,"(-76.271210, 156.413930)"
Elephant Moraine 90408,8.3,"(-76.277160, 156.422170)"
Elephant Moraine 90409,26.0,"(-76.268480, 156.426740)"
Elephant Moraine 90410,29.7,"(-76.270220, 156.424130)"
Elephant Moraine 90411,16.3,"(-76.287480, 156.453850)"
Elephant Moraine 90412,5.9,"(-76.273720, 156.427830)"
Elephant Moraine 90413,11.8,"(-76.266990, 156.429820)"
Elephant Moraine 90414,55.6,"(-76.272310, 156.407460)"
Elephant Moraine 90415,14.5,"(-76.269940, 156.427050)"
Elephant Moraine 90416,5.3,"(-76.280570, 156.433340)"
Elephant Moraine 90417,7.6,"(-76.272640, 156.426860)"
Elephant Moraine 90418,19.1,"(-76.274270, 156.422460)"
Elephant Moraine 90419,2.1,"(-76.276510, 156.375320)"
Elephant Moraine 90420,31.1,"(-76.272630, 156.428140)"
Elephant Moraine 90421,9.7,"(-76.271330, 156.450510)"
Elephant Moraine 90422,1.4,"(-76.275260, 156.390240)"
Elephant Moraine 90423,24.0,"(-76.276970, 156.423840)"
Elephant Moraine 90424,1.7,"(-76.277990, 156.428380)"
Elephant Moraine 90425,17.0,"(-85.633330, 157.166670)"
Elephant Moraine 90426,14.4,"(-76.270820, 156.418390)"
Elephant Moraine 90427,13.1,"(-76.267350, 156.434490)"
Elephant Moraine 90428,7.3,"(-76.292990, 156.350000)"
Elephant Moraine 90429,18.2,"(-76.269410, 156.412340)"
Elephant Moraine 90430,3.9,"(-76.266640, 156.401760)"
Elephant Moraine 90431,24.8,"(-76.266380, 156.401480)"
Elephant Moraine 90432,0.7,"(-76.276710, 156.369690)"
Elephant Moraine 90433,3.9,"(-76.270970, 156.430070)"
Elephant Moraine 90434,2.6,"(-76.274940, 156.386150)"
Elephant Moraine 90435,13.7,"(-76.273610, 156.423780)"
Elephant Moraine 90436,7.9,"(-76.277930, 156.454940)"
Elephant Moraine 90437,10.8,"(-76.269000, 156.432620)"
Elephant Moraine 90438,7.1,"(-76.268210, 156.435200)"
Elephant Moraine 90439,6.8,"(-76.281870, 156.460860)"
Elephant Moraine 90440,87.0,"(-76.286550, 156.383440)"
Elephant Moraine 90441,125.4,"(-76.288580, 156.383980)"
Elephant Moraine 90442,102.9,"(-76.271850, 156.441370)"
Elephant Moraine 90443,136.3,"(-76.273210, 156.440400)"
Elephant Moraine 90444,103.9,"(-76.286010, 156.377890)"
Elephant Moraine 90445,127.1,"(-76.270220, 156.445420)"
Elephant Moraine 90446,84.7,"(-76.270380, 156.443500)"
Elephant Moraine 90447,105.2,"(-76.266900, 156.448180)"
Elephant Moraine 90448,2.2,"(-76.265540, 156.402860)"
Elephant Moraine 90449,0.5,"(-76.269520, 156.446600)"
Elephant Moraine 90450,63.6,"(-76.282710, 156.470540)"
Elephant Moraine 90451,78.7,"(-76.288400, 156.467540)"
Elephant Moraine 90452,122.1,"(-76.294220, 156.457310)"
Elephant Moraine 90453,60.9,"(-76.281300, 156.463640)"
Elephant Moraine 90454,212.9,"(-76.284330, 156.460660)"
Elephant Moraine 90455,85.9,"(-76.280230, 156.434360)"
Elephant Moraine 90456,51.0,"(-76.290890, 156.466610)"
Elephant Moraine 90457,80.7,"(-76.281930, 156.447690)"
Elephant Moraine 90458,150.8,"(-76.290540, 156.449760)"
Elephant Moraine 90459,62.7,"(-76.280390, 156.439740)"
Elephant Moraine 90460,46.2,"(-76.286250, 156.469490)"
Elephant Moraine 90461,36.3,"(-76.283410, 156.466370)"
Elephant Moraine 90462,68.3,"(-76.283390, 156.462370)"
Elephant Moraine 90463,66.4,"(-76.283830, 156.466460)"
Elephant Moraine 90464,159.1,"(-76.268200, 156.420000)"
Elephant Moraine 90465,217.3,"(-76.270080, 156.434130)"
Elephant Moraine 90466,162.3,"(-76.268420, 156.415540)"
Elephant Moraine 90467,141.8,"(-76.270410, 156.432930)"
Elephant Moraine 90468,202.0,"(-76.269310, 156.411140)"
Elephant Moraine 90469,48.5,"(-76.271160, 156.421680)"
Elephant Moraine 90470,82.6,"(-76.269580, 156.432060)"
Elephant Moraine 90471,76.59999999999998,"(-76.270110, 156.417130)"
Elephant Moraine 90472,78.3,"(-76.271540, 156.420260)"
Elephant Moraine 90473,50.1,"(-76.274090, 156.431100)"
Elephant Moraine 90474,117.7,"(-76.268430, 156.429260)"
Elephant Moraine 90475,68.9,"(-76.275250, 156.409280)"
Elephant Moraine 90476,63.8,"(-76.273620, 156.421100)"
Elephant Moraine 90477,62.3,"(-76.277050, 156.454520)"
Elephant Moraine 90478,58.7,"(-76.277540, 156.427620)"
Elephant Moraine 90479,82.6,"(-76.275000, 156.422380)"
Elephant Moraine 90480,66.8,"(-76.276970, 156.426780)"
Elephant Moraine 90481,74.8,"(-76.274020, 156.423980)"
Elephant Moraine 90482,66.0,"(-76.274170, 156.422390)"
Elephant Moraine 90483,177.9,"(-76.274100, 156.435880)"
Elephant Moraine 90484,93.6,"(-76.273890, 156.502210)"
Elephant Moraine 90485,52.4,"(-76.287130, 156.485960)"
Elephant Moraine 90486,152.9,"(-76.269050, 156.440670)"
Elephant Moraine 90487,300.8,"(-76.266900, 156.460470)"
Elephant Moraine 90488,240.6,"(-76.305650, 156.539730)"
Elephant Moraine 90489,48.8,"(-76.283220, 156.498480)"
Elephant Moraine 90490,93.0,"(-76.275300, 156.430480)"
Elephant Moraine 90491,107.1,"(-76.273770, 156.436550)"
Elephant Moraine 90492,140.2,"(-76.270710, 156.436450)"
Elephant Moraine 90493,219.0,"(-76.272090, 156.435760)"
Elephant Moraine 90494,65.3,"(-76.278070, 156.434880)"
Elephant Moraine 90495,96.8,"(-76.273530, 156.502260)"
Elephant Moraine 90496,103.4,"(-76.268330, 156.492330)"
Elephant Moraine 90497,103.6,"(-76.277770, 156.514930)"
Elephant Moraine 90498,71.3,"(-76.274230, 156.428670)"
Elephant Moraine 90499,104.9,"(-76.273760, 156.439100)"
Elephant Moraine 90500,107.6,"(-76.279560, 156.507270)"
Elephant Moraine 90501,53.7,"(-76.279040, 156.438290)"
Elephant Moraine 90502,150.0,"(-76.267820, 156.537130)"
Elephant Moraine 90503,85.0,"(-76.283830, 156.474330)"
Elephant Moraine 90504,117.4,"(-76.279710, 156.506920)"
Elephant Moraine 90505,98.0,"(-76.272380, 156.434030)"
Elephant Moraine 90506,112.4,"(-76.275520, 156.434750)"
Elephant Moraine 90507,4.9,"(-76.287350, 156.449040)"
Elephant Moraine 90508,42.6,"(-76.282190, 156.468420)"
Elephant Moraine 90509,8.7,"(-76.287270, 156.430980)"
Elephant Moraine 90510,23.5,"(-76.289020, 156.434850)"
Elephant Moraine 90511,7.9,"(-76.286850, 156.434090)"
Elephant Moraine 90512,18.7,"(-76.286320, 156.460170)"
Elephant Moraine 90513,25.4,"(-76.284530, 156.459580)"
Elephant Moraine 90514,11.7,"(-76.287380, 156.442740)"
Elephant Moraine 90515,8.3,"(-76.280440, 156.434010)"
Elephant Moraine 90516,4.3,"(-76.285380, 156.439950)"
Elephant Moraine 90517,36.7,"(-76.285150, 156.441280)"
Elephant Moraine 90518,20.9,"(-76.285160, 156.441250)"
Elephant Moraine 90519,5.2,"(-76.288170, 156.432160)"
Elephant Moraine 90520,21.4,"(-76.282720, 156.462370)"
Elephant Moraine 90521,5.5,"(-76.290020, 156.432210)"
Elephant Moraine 90522,6.9,"(-76.286890, 156.432990)"
Elephant Moraine 90523,4.0,"(-76.289630, 156.458190)"
Elephant Moraine 90524,8.9,"(-76.288630, 156.432070)"
Elephant Moraine 90525,14.6,"(-76.287150, 156.430550)"
Elephant Moraine 90526,12.7,"(-76.283340, 156.470150)"
Elephant Moraine 90527,6.6,"(-76.281590, 156.459200)"
Elephant Moraine 90528,14.9,"(-76.287470, 156.436720)"
Elephant Moraine 90529,6.8,"(-76.287370, 156.429910)"
Elephant Moraine 90530,8.4,"(-76.288650, 156.430640)"
Elephant Moraine 90531,24.8,"(-76.282590, 156.465330)"
Elephant Moraine 90532,29.9,"(-76.281510, 156.459950)"
Elephant Moraine 90533,11.0,"(-76.282340, 156.446950)"
Elephant Moraine 90534,9.6,"(-76.283200, 156.463970)"
Elephant Moraine 90535,9.0,"(-76.288830, 156.432610)"
Elephant Moraine 90536,17.9,"(-76.284580, 156.464670)"
Elephant Moraine 90537,17.6,"(-76.280500, 156.470310)"
Elephant Moraine 90538,4.9,"(-76.288950, 156.430700)"
Elephant Moraine 90539,20.2,"(-76.285830, 156.441560)"
Elephant Moraine 90540,15.5,"(-76.282600, 156.464400)"
Elephant Moraine 90541,38.2,"(-76.288530, 156.458680)"
Elephant Moraine 90542,5.0,"(-76.285330, 156.437850)"
Elephant Moraine 90543,6.7,"(-76.287300, 156.429820)"
Elephant Moraine 90544,48.7,"(-76.282060, 156.468440)"
Elephant Moraine 90545,8.3,"(-76.287410, 156.438460)"
Elephant Moraine 90546,12.3,"(-76.286470, 156.466930)"
Elephant Moraine 90547,4.1,"(-76.281510, 156.458870)"
Elephant Moraine 90548,2.2,"(-76.285250, 156.451310)"
Elephant Moraine 90549,4.1,"(-76.288090, 156.437780)"
Elephant Moraine 90550,30.3,"(-76.282140, 156.473760)"
Elephant Moraine 90551,12.4,"(-76.287340, 156.468050)"
Elephant Moraine 90552,38.7,"(-76.281740, 156.466190)"
Elephant Moraine 90553,7.5,"(-76.283440, 156.464950)"
Elephant Moraine 90554,19.1,"(-76.283410, 156.462790)"
Elephant Moraine 90555,6.8,"(-76.285810, 156.441450)"
Elephant Moraine 90556,21.3,"(-76.283140, 156.432560)"
Elephant Moraine 90557,6.1,"(-76.281150, 156.434200)"
Elephant Moraine 90558,6.9,"(-76.288790, 156.428820)"
Elephant Moraine 90559,42.2,"(-76.281860, 156.472470)"
Elephant Moraine 90560,28.1,"(-76.282340, 156.474280)"
Elephant Moraine 90561,0.9,"(-76.287240, 156.429880)"
Elephant Moraine 90562,5.2,"(-76.287820, 156.431440)"
Elephant Moraine 90563,4.2,"(-76.285430, 156.440730)"
Elephant Moraine 90564,27.2,"(-76.282170, 156.446600)"
Elephant Moraine 90565,32.4,"(-76.283930, 156.464530)"
Elephant Moraine 90566,15.6,"(-76.286520, 156.433220)"
Elephant Moraine 90567,17.3,"(-76.276870, 156.433920)"
Elephant Moraine 90568,22.8,"(-76.269590, 156.439450)"
Elephant Moraine 90569,41.6,"(-76.272170, 156.434990)"
Elephant Moraine 90570,22.8,"(-76.275180, 156.439530)"
Elephant Moraine 90571,22.9,"(-76.278300, 156.434980)"
Elephant Moraine 90572,28.9,"(-76.267980, 156.440920)"
Elephant Moraine 90573,19.1,"(-76.270680, 156.437060)"
Elephant Moraine 90574,20.6,"(-76.270640, 156.435660)"
Elephant Moraine 90575,33.7,"(-76.273370, 156.434780)"
Elephant Moraine 90576,18.4,"(-76.270940, 156.435710)"
Elephant Moraine 90577,33.6,"(-76.275330, 156.430970)"
Elephant Moraine 90578,10.1,"(-76.272640, 156.434440)"
Elephant Moraine 90579,15.6,"(-76.277620, 156.438470)"
Elephant Moraine 90580,11.1,"(-76.285810, 156.438610)"
Elephant Moraine 90581,18.4,"(-76.282180, 156.476580)"
Elephant Moraine 90582,1.7,"(-76.288070, 156.438310)"
Elephant Moraine 90583,2.1,"(-76.283950, 156.464720)"
Elephant Moraine 90584,5.5,"(-76.265030, 156.492490)"
Elephant Moraine 90585,31.5,"(-76.282100, 156.450850)"
Elephant Moraine 90586,2.7,"(-76.282020, 156.471990)"
Elephant Moraine 90587,4.6,"(-76.287980, 156.467000)"
Elephant Moraine 90588,4.0,"(-76.285340, 156.449770)"
Elephant Moraine 90589,4.3,"(-76.286950, 156.460820)"
Elephant Moraine 90590,3.2,"(-76.285260, 156.440480)"
Elephant Moraine 90591,6.2,"(-76.287220, 156.440450)"
Elephant Moraine 90592,6.4,"(-76.286790, 156.453090)"
Elephant Moraine 90593,31.9,"(-76.285990, 156.435960)"
Elephant Moraine 90594,3.1,"(-76.283450, 156.435340)"
Elephant Moraine 90595,36.7,"(-76.277260, 156.421940)"
Elephant Moraine 90596,20.3,"(-76.276490, 156.427370)"
Elephant Moraine 90597,78.9,"(-76.267570, 156.408000)"
Elephant Moraine 90598,33.1,"(-76.273180, 156.421850)"
Elephant Moraine 90599,57.9,"(-76.271820, 156.408740)"
Elephant Moraine 90600,34.2,"(-76.274670, 156.407090)"
Elephant Moraine 90601,14.4,"(-76.271660, 156.420680)"
Elephant Moraine 90602,26.9,"(-76.277990, 156.430250)"
Elephant Moraine 90603,21.0,"(-76.272520, 156.410350)"
Elephant Moraine 90604,25.6,"(-76.274290, 156.434700)"
Elephant Moraine 90605,42.3,"(-76.269830, 156.425740)"
Elephant Moraine 90606,37.0,"(-76.277290, 156.416910)"
Elephant Moraine 90607,37.0,"(-76.266120, 156.408460)"
Elephant Moraine 90608,11.8,"(-76.267120, 156.438220)"
Elephant Moraine 90609,39.7,"(-76.274290, 156.424710)"
Elephant Moraine 90610,1450.8,"(-76.183330, 157.166670)"
Elephant Moraine 90611,34.7,"(-76.270270, 156.430470)"
Elephant Moraine 90612,37.0,"(-76.267270, 156.418240)"
Elephant Moraine 90613,35.0,"(-76.271340, 156.430020)"
Elephant Moraine 90614,8.4,"(-76.274010, 156.422770)"
Elephant Moraine 90615,43.0,"(-76.285030, 156.468880)"
Elephant Moraine 90616,26.1,"(-76.273230, 156.419810)"
Elephant Moraine 90617,53.8,"(-76.266110, 156.435890)"
Elephant Moraine 90618,42.5,"(-76.271720, 156.431110)"
Elephant Moraine 90619,55.0,"(-76.277460, 156.425580)"
Elephant Moraine 90620,14.8,"(-76.275810, 156.430960)"
Elephant Moraine 90621,4.3,"(-76.269360, 156.417910)"
Elephant Moraine 90622,14.1,"(-76.272930, 156.421990)"
Elephant Moraine 90623,16.7,"(-76.269780, 156.432360)"
Elephant Moraine 90624,3.2,"(-76.287250, 156.447030)"
Elephant Moraine 90625,3.8,"(-76.279340, 156.431960)"
Elephant Moraine 90626,25.1,"(-76.266860, 156.432240)"
Elephant Moraine 90627,19.3,"(-76.269780, 156.434510)"
Elephant Moraine 90628,23.1,"(-76.293660, 156.360460)"
Elephant Moraine 90629,36.3,"(-76.275000, 156.423410)"
Elephant Moraine 90630,8.6,"(-76.266620, 156.416750)"
Elephant Moraine 90631,25.5,"(-76.282810, 156.451310)"
Elephant Moraine 90632,30.2,"(-76.270160, 156.414440)"
Elephant Moraine 90633,44.8,"(-76.268890, 156.421600)"
Elephant Moraine 90634,2.1,"(-76.267390, 156.419110)"
Elephant Moraine 90635,1.3,"(-76.275130, 156.389140)"
Elephant Moraine 90636,32.2,"(-76.275240, 156.422880)"
Elephant Moraine 90637,23.3,"(-76.271340, 156.427510)"
Elephant Moraine 90638,26.5,"(-76.275740, 156.423270)"
Elephant Moraine 90639,24.2,"(-76.276160, 156.421100)"
Elephant Moraine 90640,9.7,"(-76.271950, 156.412950)"
Elephant Moraine 90641,1.4,"(-76.270510, 156.425090)"
Elephant Moraine 90642,5.4,"(-76.265540, 156.425530)"
Elephant Moraine 90643,19.0,"(-76.276120, 156.427100)"
Elephant Moraine 90644,1.3,"(-76.275150, 156.390150)"
Elephant Moraine 90645,55.3,"(-76.274470, 156.421190)"
Elephant Moraine 90646,27.2,"(-76.276700, 156.417500)"
Elephant Moraine 90647,13.4,"(-76.267080, 156.436950)"
Elephant Moraine 90648,21.5,"(-76.271030, 156.433450)"
Elephant Moraine 90649,48.7,"(-76.265260, 156.422760)"
Elephant Moraine 90650,15.7,"(-76.277390, 156.428670)"
Elephant Moraine 90651,36.6,"(-76.278120, 156.429320)"
Elephant Moraine 90652,14.8,"(-76.277330, 156.426080)"
Elephant Moraine 90653,8.9,"(-76.270600, 156.429600)"
Elephant Moraine 90654,16.5,"(-76.272080, 156.436680)"
Elephant Moraine 90655,7.4,"(-76.276940, 156.427020)"
Elephant Moraine 90656,57.0,"(-76.270410, 156.427840)"
Elephant Moraine 90657,16.1,"(-76.266350, 156.486550)"
Elephant Moraine 90658,26.7,"(-76.271340, 156.431010)"
Elephant Moraine 90659,1.4,"(-76.267050, 156.437990)"
Elephant Moraine 90660,8.6,"(-76.265220, 156.409690)"
Elephant Moraine 90661,11.6,"(-76.275840, 156.427870)"
Elephant Moraine 90662,25.5,"(-76.271910, 156.428680)"
Elephant Moraine 90663,33.5,"(-76.270450, 156.407880)"
Elephant Moraine 90664,11.8,"(-76.267040, 156.438910)"
Elephant Moraine 90665,16.2,"(-76.275670, 156.431700)"
Elephant Moraine 90666,10.2,"(-76.267480, 156.430430)"
Elephant Moraine 90667,31.0,"(-76.271440, 156.424330)"
Elephant Moraine 90668,18.8,"(-76.266360, 156.435380)"
Elephant Moraine 90669,2.9,"(-76.279860, 156.432330)"
Elephant Moraine 90670,43.4,"(-76.279740, 156.423500)"
Elephant Moraine 90671,35.20000000000001,"(-76.294730, 156.365000)"
Elephant Moraine 90672,72.09999999999998,"(-76.280210, 156.424180)"
Elephant Moraine 90673,70.1,"(-76.268530, 156.452300)"
Elephant Moraine 90674,33.2,"(-76.271220, 156.446240)"
Elephant Moraine 90675,49.9,"(-76.280020, 156.422850)"
Elephant Moraine 90676,14.7,"(-76.267690, 156.445610)"
Elephant Moraine 90677,22.8,"(-76.269930, 156.452670)"
Elephant Moraine 90678,20.9,"(-76.266380, 156.449150)"
Elephant Moraine 90679,70.7,"(-76.276180, 156.401010)"
