name,mass,GeoLocation,KE,crater_diameter,crater_depth
Yamato 791882,6.65,"(-71.500000, 35.666670)",1330000.0,60.72302024557171,8.699686026209312
Yamato 791883,5.18,"(-71.500000, 35.666670)",1035999.9999999999,56.421665368519065,8.083438073351745
Yamato 791884,5.09,"(-71.500000, 35.666670)",1018000.0,56.13157370780744,8.041877124031263
Yamato 791885,4.82,"(-71.500000, 35.666670)",964000.0000000001,55.23898023119591,7.913996742519291
Yamato 791886,4.09,"(-71.500000, 35.666670)",818000.0,52.63435961606717,7.54083708284863
Yamato 791887,4.98,"(-71.500000, 35.666670)",996000.0,55.77205772702601,7.990369867943631
Yamato 791888,3.55,"(-71.500000, 35.666670)",710000.0,50.48747802422862,7.233256931055935
Yamato 791889,3.68,"(-71.500000, 35.666670)",736000.0,51.024336023789736,7.31017168295649
Yamato 791890,3.32,"(-71.500000, 35.666670)",664000.0,49.50262498118444,7.092158675043776
Yamato 791891,4.14,"(-71.500000, 35.666670)",827999.9999999999,52.822787900823755,7.5678328895329825
Yamato 791892,3.55,"(-71.500000, 35.666670)",710000.0,50.48747802422862,7.233256931055935
Yamato 791893,3.55,"(-71.500000, 35.666670)",710000.0,50.48747802422862,7.233256931055935
Yamato 791894,2.69,"(-71.500000, 35.666670)",538000.0,46.5319940680809,6.666561329272146
Yamato 791895,2.43,"(-71.500000, 35.666670)",486000.00000000006,45.161496398599645,6.470212409605095
Yamato 791896,2.33,"(-71.500000, 35.666670)",466000.0,44.6067821195883,6.39073941827269
Yamato 791897,3.26,"(-71.500000, 35.666670)",652000.0,49.23781981318091,7.0542204794396755
Yamato 791898,2.04,"(-71.500000, 35.666670)",408000.00000000006,42.89668687466081,6.145736919292616
Yamato 791899,1.95,"(-71.500000, 35.666670)",390000.0,42.33121147543515,6.064722200180923
Yamato 791900,2.2,"(-71.500000, 35.666670)",440000.0,43.8599395664737,6.283740528941532
Yamato 791901,1.98,"(-71.500000, 35.666670)",396000.0,42.521712909615765,6.092015023532127
Yamato 791902,0.98,"(-71.500000, 35.666670)",196000.0,34.576506177178615,4.9537184811995125
Yamato 791903,1.5,"(-71.500000, 35.666670)",300000.0,39.18771652461475,5.614358911488838
Yamato 791904,6.27,"(-71.500000, 35.666670)",1254000.0,59.68124884319554,8.55043317160649
Yamato 791905,1847.0,"(-71.500000, 35.666670)",369400000.0,317.7089377045022,45.51763062133307
Yamato 791906,32.26,"(-71.500000, 35.666670)",6451999.999999999,96.61837027456427,13.842353070605737
Yamato 791907,23.52,"(-71.500000, 35.666670)",4704000.0,88.0442976944953,12.613959965143067
Yamato 791908,7.75,"(-71.500000, 35.666670)",1550000.0,63.51921894554906,9.100292759180101
Yamato 791909,91.96,"(-71.500000, 35.666670)",18392000.0,131.4788731916954,18.836759291974666
Yamato 791910,18.61,"(-71.500000, 35.666670)",3721999.9999999995,82.18525875603224,11.774545209852128
Yamato 791911,6.4,"(-71.500000, 35.666670)",1280000.0,60.042539003202414,8.602194611398312
Yamato 791912,20.27,"(-71.500000, 35.666670)",4054000.0,84.27663873358172,12.074173737758034
Yamato 791913,57.85,"(-71.500000, 35.666670)",11570000.0,114.72417350879785,16.43634135961289
Yamato 791914,22.45,"(-71.500000, 35.666670)",4490000.0,86.84688495288897,12.442408634961707
Yamato 791915,3.47,"(-71.500000, 35.666670)",694000.0,50.150170866737895,7.184931496110587
Yamato 791916,47.98,"(-71.500000, 35.666670)",9595999.999999998,108.58287491720343,15.55648773368971
Yamato 791917,136.7,"(-71.500000, 35.666670)",27339999.999999996,147.7375996674283,21.166119968582446
Yamato 791918,134.8,"(-71.500000, 35.666670)",26960000.0,147.1307049449029,21.079171171971502
Yamato 791919,108.81,"(-71.500000, 35.666670)",21762000.0,138.14838607538917,19.792289300219355
Yamato 791920,87.17,"(-71.500000, 35.666670)",17434000.0,129.4265774110622,18.542730291898287
Yamato 791921,7.63,"(-71.500000, 35.666670)",1526000.0,63.22836986710187,9.058623295881503
Yamato 791922,23.65,"(-71.500000, 35.666670)",4729999.999999999,88.18714001252523,12.634424746260521
Yamato 791923,26.92,"(-71.500000, 35.666670)",5384000.000000001,91.61078242235968,13.124924295049786
Yamato 791924,16.38,"(-71.500000, 35.666670)",3275999.9999999995,79.1573480152343,11.340741478519284
Yamato 791925,1311.0,"(-71.500000, 35.666670)",262200000.0,287.2423493355347,41.15273322281958
Yamato 791926,2602.0,"(-71.500000, 35.666670)",520400000.0,351.401323730684,50.34468268027605
Yamato 791927,444.17,"(-71.500000, 35.666670)",88834000.0,208.93237678309973,29.9333938162469
Yamato 791928,17.9,"(-71.500000, 35.666670)",3580000.0,81.25041631555726,11.640611889618429
Yamato 791929,21.78,"(-71.500000, 35.666670)",4356000.0,86.0764484793491,12.332029483927537
Yamato 791930,11.58,"(-71.500000, 35.666670)",2316000.0,71.48224864597897,10.241142768467506
Yamato 791931,260.06,"(-71.500000, 35.666670)",52012000.0,178.49853332421273,25.573187726490865
Yamato 791932,8.42,"(-71.500000, 35.666670)",1684000.0,65.08723232383524,9.32493942564726
Yamato 791933,135.18,"(-71.500000, 35.666670)",27036000.0,147.25256473192098,21.09662982080008
Yamato 791934,40.02,"(-71.500000, 35.666670)",8004000.0,102.9416698972001,14.748281681272815
Yamato 791935,18.9,"(-71.500000, 35.666670)",3780000.0,82.55985758234975,11.82821336011161
Yamato 791936,22.61,"(-71.500000, 35.666670)",4522000.0,87.02846306627023,12.468423028996456
Yamato 791937,18.19,"(-71.500000, 35.666670)",3638000.0000000005,81.63536057093697,11.695762212277826
Yamato 791938,6.36,"(-71.500000, 35.666670)",1272000.0,59.93192898245712,8.58634769785638
Yamato 791939,3.47,"(-71.500000, 35.666670)",694000.0,50.150170866737895,7.184931496110587
Yamato 791940,10.03,"(-71.500000, 35.666670)",2005999.9999999998,68.5242234985567,9.817351429760471
Yamato 791941,18.79,"(-71.500000, 35.666670)",3757999.9999999995,82.41824918290051,11.807925360455132
Yamato 791942,3.59,"(-71.500000, 35.666670)",718000.0,50.65412244427066,7.25713179970579
Yamato 791943,1.6,"(-71.500000, 35.666670)",320000.0,39.93863386790763,5.721941589225619
